Country,Access to electricity (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)","Contributing family workers, total (% of total employment) (modeled ILO estimate)",Depth of credit information index (0=low to 8=high),"Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Employment in industry (% of total employment) (modeled ILO estimate),"Employment in industry, female (% of female employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)",Employment in services (% of total employment) (modeled ILO estimate),"Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)",Export value index (2000 = 100),Export volume index (2000 = 100),"Fertility rate, total (births per woman)",Fixed broadband Internet subscribers (per 100 people),GDP growth (annual %),GDP per capita (constant 2005 US$),"GDP per capita, PPP (constant 2011 international $)",Individuals using the Internet (% of population),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)",Mobile cellular subscriptions (per 100 people),"Own-account workers, female (% of female employment) (modeled ILO estimate)","Own-account workers, male (% of male employment) (modeled ILO estimate)","Own-account workers, total (% of male employment) (modeled ILO estimate)",Population ages 0-14 (% of total),"Population ages 0-14, total",Population ages 15-64 (% of total),"Population ages 15-64, total",Population ages 65 and above (% of total),"Population ages 65 and above, total",Population density (people per sq. km of land area),Population growth (annual %),"Population, total",Private credit bureau coverage (% of adults),Public credit registry coverage (% of adults),Rural population,Rural population (% of total population),"Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Self-employed, total (% of total employment) (modeled ILO estimate)",Tax payments (number),Telephone lines (per 100 people),Time required to enforce a contract (days),Time required to start a business (days),Time to prepare and pay taxes (hours),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Urban population,Urban population (% of total),"Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Vulnerable employment, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Net trade in goods and services (BoP, current US$)"
Latvia,100.0,13.8282,53.2953759594955,0.672999978065491,1.04100000858307,0.853999972343445,8.0,2.49200010299683,6.06099987030029,4.2480001449585,7.69199991226196,5.05999994277954,10.4099998474121,24.1140003204346,13.3369998931885,35.2430000305176,68.1940002441406,81.6039962768555,54.3470001220703,647.6498966,427.8106509,1.7,26.3459069387424,2.20881929833494,14733.8394398232,23743.2578198778,79.8420977843089,55.2799987792969,67.4069976806641,60.7309989929199,1008672.0,79.6,69.7,134.495440313012,6.7519998550415,8.9040002822876,7.80999994277954,15.2409757780902,298653.0,65.2335666039086,1278276.0,19.5254576180012,382609.0,31.5139433901576,-0.913885332226604,1959537.0,63.2,84.9,626640.0,31.979,9.91600036621094,16.0049991607666,12.9119997024536,7.0,18.4183950510776,469.0,5.5,168.5,8.39400005340576,10.8920001983643,9.64000034332275,12.1129999160767,21.2740001678467,17.2250003814697,1332897.0,68.021,7.42499983310699,9.94500029087067,8.66399991512299,90.0839996337891,83.995002746582,87.0879974365234,142293731.254776
Guatemala,91.7792282104492,72.4582,67.3687672995992,11.4379997253418,6.82399988174438,8.37399959564209,7.0,2.21300005912781,3.30299997329712,2.93700003623962,29.3770008087158,9.30900001525879,39.5260009765625,21.0130004882813,18.4799995422363,22.2940006256104,49.6100006103516,72.2129974365234,38.1800003051758,386.0026006,214.46012,2.973,3.05141532301372,3.09248795890571,3100.98132478359,7368.61032177815,34.5093260915602,40.6290016174316,84.9619979858398,61.984001159668,6613095.0,76.582,70.177,110.14354979346,33.5849990844727,22.4650001525879,26.2000007629395,35.660751122164,5913433.0,59.7483040673859,9907744.0,4.59094481045012,761292.0,154.744951474431,2.01036784468901,16582469.0,7.9,17.7,8238336.0,49.681,47.2369995117188,32.5929985046387,37.5110015869141,8.0,14.8034529719308,1402.0,26.5,256.0,3.94300007820129,2.25699996948242,2.82999992370605,9.0620002746582,4.62599992752075,6.01999998092651,8344133.0,50.319,45.0229988098145,29.2890000343323,34.5740003585816,52.7630004882813,67.4069976806641,62.4889984130859,-5854835050.0
Belarus,100.0,17.9796,44.966823973522,0.0469999983906746,0.061999998986721,0.0540000014007092,7.0,0.379999995231628,1.0809999704361,0.732999980449677,9.73099994659424,6.59999990463257,12.8219995498657,31.5219993591309,19.6940002441406,43.201000213623,58.7480010986328,73.7060012817383,43.976001739502,319.6044442,206.9507316,1.733,32.3577574867284,-2.52645060629638,6229.20674452567,16773.1935504926,71.1130457603832,58.6529998779297,70.9349975585938,64.2490005493164,5100187.0,79.0,68.9,120.67315735521,1.83200001716614,3.15599989891052,2.49799990653992,16.4539355416358,1563376.0,68.9812977621829,6554281.0,14.5647666961813,1383876.0,46.826346656153,0.125511109801562,9501534.0,0.0,70.1,2122548.0,22.339,2.25799989700317,4.2979998588562,3.28500008583069,7.0,47.630400793583,275.0,5.0,176.0,0.507000029087067,0.46900001168251,0.488000005483627,1.22300004959106,1.04799997806549,1.12999999523163,7378986.0,77.661,1.87900001555681,3.21799989789724,2.55199990794063,97.7419967651367,95.7020034790039,96.7149963378906,-8800000.0
Botswana,60.6883964538574,31.7182,54.9102244080015,3.46000003814697,3.03200006484985,3.22199988365173,6.0,1.58299994468689,3.92000007629395,2.88100004196167,26.048999786377,20.7959995269775,30.2439994812012,13.5649995803833,4.72700023651123,20.6229991912842,60.3860015869141,74.4769973754883,49.132999420166,275.1978638,202.3603936,2.73,2.62445228551367,4.31550626955971,7485.04391177323,15727.167803336,39.36299738,65.2460021972656,78.2360000610352,71.6050033569336,1101759.0,69.517,64.001,146.160265924826,12.3129997253418,11.3039999008179,11.7530002593994,31.622923573276,711598.0,64.5535182601122,1452622.0,3.82355816661186,86040.0,3.97060328551515,1.84166640095137,2250260.0,53.5,0.0,721591.0,32.067,17.3560009002686,18.2560005187988,17.8560009002686,34.0,6.31580350715028,660.0,48.0,152.0,20.7880001068115,13.9250001907349,17.117000579834,42.640998840332,28.9220008850098,35.2729988098145,1528669.0,67.933,15.7729997634888,14.3359999656677,14.9750001430511,82.6439971923828,81.7440032958984,82.1439971923828,1308031982.08468
Ukraine,100.0,24.6626,45.75968438318,0.512000024318695,0.370999991893768,0.439000010490417,7.0,1.02499997615814,2.05100011825562,1.557000041008,15.0089998245239,13.2779998779297,16.6189994812012,24.9640007019043,13.9750003814697,35.1829986572266,60.0270004272461,72.7470016479492,48.1990013122559,249.5385143,130.6527167,1.466,12.2174081712797,2.30760193424764,2905.85744034369,7668.0557761534,53.0,47.2070007324219,63.189998626709,54.4440002441406,20770349.0,76.46,66.73,135.195655555072,13.8409996032715,16.5739994049072,15.2569999694824,15.2311238252759,6854713.0,68.6060763581231,30875921.0,16.162799816601,7274011.0,77.6893179581902,-0.331380509661391,45004645.0,40.0,0.0,13882133.0,30.846,15.3780002593994,18.996000289917,17.2530002593994,5.0,20.1447925835038,378.0,6.5,355.5,7.94399976730347,10.6199998855591,9.35000038146973,20.9669990539551,22.7880001068115,22.0100002288818,31122512.0,69.154,14.3529996275902,16.944999396801,15.6959999799728,84.6220016479492,81.0039978027344,82.7470016479492,-6453000000.0
Pakistan,99.1474380493164,37.6912,64.9711695440283,54.6870002746582,14.9879999160767,23.5610008239746,7.0,0.114000000059605,1.71599996089935,1.37000000476837,42.2680015563965,73.0619964599609,33.7859992980957,23.5930004119873,14.1579999923706,26.1919994354248,34.1389999389648,12.7819995880127,40.0219993591309,226.3505992,161.8831075,3.481,0.850297848678458,5.52673584474448,1179.41401202313,4857.16871756739,15.5145577897414,24.7299995422363,82.7539978027344,54.3720016479492,68396800.0,67.52,65.514,70.6452165487954,20.4209995269775,40.4609985351563,36.132999420166,34.8903251616446,67409321.0,60.6166521558857,117113479.0,4.49302268246975,8680676.0,250.627174138647,1.99856259439394,193203476.0,5.8,9.4,123198129.0,63.766,75.2220001220703,57.1640014648438,61.0639991760254,47.0,1.60681115281798,1071.2,18.0,311.5,6.65799999237061,3.03900003433228,3.84400010108948,10.3610000610352,6.33199977874756,7.30399990081787,70005347.0,36.234,75.1079998016357,55.448998451233,59.6940002441406,24.7779998779297,42.8359985351563,38.9360008239746,-25036898000.0
France,100.0,8.8022,60.0524272863093,0.662000000476837,0.17399999499321,0.404000014066696,6.0,2.30100011825562,6.09299993515015,4.30800008773804,2.87199997901917,1.62199997901917,3.98300004005432,20.2940006256104,9.17000007629395,30.1879997253418,76.8339996337891,89.2080001831055,65.8290023803711,153.2687706,97.38317757,1.96,42.7436728502122,1.18765038087423,41968.9815739992,38062.6397284874,79.27,50.6749992370605,60.431999206543,55.4210014343262,30319992.0,85.5,79.2,104.40401670625,5.4980001449585,8.72000026702881,7.20300006866455,18.1742778082249,12151280.0,62.4795270260561,41773667.0,19.346195165719,12934821.0,122.105585354584,0.399244807338297,66859768.0,0.0,46.7,13427447.0,20.083,8.46100044250488,14.9870004653931,11.914999961853,9.0,60.2682078945697,395.0,3.5,139.0,9.84799957275391,10.2480001449585,10.0600004196167,23.9139995574951,24.9200000762939,24.4710006713867,53432321.0,79.917,6.16000014543534,8.89400026202202,7.60700008273125,91.5390014648438,85.0130004882813,88.0849990844727,-12213190138.5204
Djibouti,51.7826919555664,19.4152,55.5934403059253,22.2880001068115,5.67199993133545,12.5749998092651,0.0,1.21399998664856,3.28900003433228,2.42700004577637,30.5459995269775,28.2369995117188,32.1860008239746,30.1650009155273,37.4150009155273,25.0130004882813,39.2890014648438,34.2910003662109,42.8409996032715,444.5567344,324.0592754,2.847,2.57605326354909,8.72226006105292,4.711472602739726,4.711472602739726,13.1349151074,49.3790016174316,68.4670028686523,58.9210014343262,379954.0,64.162,60.831,36.6373670454075,17.6560001373291,32.9749984741211,26.6110000610352,31.5683521642562,297479.0,64.270061644875,605638.0,4.16158619086883,39216.0,40.6528472821398,1.59586474829091,942333.0,0.0,0.4,211761.0,22.472,41.1580009460449,41.935001373291,41.6119995117188,35.0,2.64503100284082,1025.0,14.0,76.0,6.66400003433228,5.24100017547607,5.83699989318848,12.3140001296997,10.9399995803833,11.6219997406006,730572.0,77.528,39.9440002441406,38.6469984054566,39.1859998703003,58.8419990539551,58.064998626709,58.3880004882813,-144419978.820093
Slovak Republic,100.0,22.1502,42.5427250374284,0.187999993562698,0.0610000006854534,0.118000000715256,6.0,1.95000004768372,4.21600008010864,3.19799995422363,2.88700008392334,1.41499996185303,4.08799982070923,36.4690017700195,21.1650009155273,48.9519996643066,60.6440010070801,77.4189987182617,46.9609985351563,656.0095279,451.465798,1.4,24.5497333133978,3.32469529596402,19275.0867559485,29212.3781979582,80.4759,52.6529998779297,68.0230026245117,60.0530014038086,2762411.0,80.2,73.1,128.391295131826,8.55799961090088,15.0139999389648,12.1140003204346,15.2987260980365,830843.0,70.1544096874886,3809944.0,14.5468642144749,790011.0,112.939275464792,0.128922329956911,5430798.0,76.4,3.1,2508703.0,46.194,10.6969995498657,19.2919998168945,15.4309997558594,8.0,15.1278659304238,775.0,12.5,192.0,10.7550001144409,8.76599979400635,9.67000007629395,26.3530006408691,19.7689990997314,22.2150001525879,2922095.0,53.806,8.74599960446358,15.0749999396503,12.2320003211499,89.3030014038086,80.7080001831055,84.5690002441406,1751456536.91394
Iceland,100.0,7.316,52.0741150442478,0.00499999988824129,0.0590000003576279,0.034000001847744,7.0,2.14599990844727,5.70900011062622,4.03200006484985,3.89499998092651,2.18099999427795,5.41900014877319,17.4599990844727,6.94000005722046,26.8129997253418,78.6449966430664,90.8789978027344,67.7679977416992,234.3932582,179.2051304,1.8,38.5061689034331,7.48145023856483,48995.1685496011,45630.9381699818,98.2400162999185,73.1719970703125,82.3109970092773,77.7379989624023,208175.0,83.8,81.2,120.795310309979,5.32499980926514,10.1969995498657,7.90399980545044,20.1672912769119,67649.0,65.7573223770882,220576.0,14.075386346,47214.0,3.34602493765586,1.38808149583838,335439.0,100.0,0.0,21015.0,6.265,7.47599983215332,15.9650001525879,11.9700002670288,21.0,49.4974043083068,417.0,11.5,140.0,3.04900002479553,2.91899991035461,2.98000001907349,6.17199993133545,6.49499988555908,6.33599996566772,314424.0,93.735,5.32999980915338,10.2559995502233,7.93799980729818,92.5240020751953,84.0350036621094,88.0299987792969,1411455136.71967
"Macedonia, FYR",100.0,16.5654,42.1506265005106,2.78200006484985,1.57200002670288,2.04699993133545,7.0,1.27300000190735,2.74799990653992,2.16899991035461,16.6270008087158,15.7620000839233,17.1860008239746,30.3110008239746,25.056999206543,33.7039985656738,53.0620002746582,59.1809997558594,49.1100006103516,361.9481614,217.1318855,1.533,18.3322073836035,2.92349571825557,5249.22382597843,13120.8725132858,72.1568144676058,42.3530006408691,67.7259979248047,54.9690017700195,951994.0,77.751,73.706,98.524317150729,15.6239995956421,23.7569999694824,20.5650005340576,16.7850755763725,349332.0,70.3479136615981,1464085.0,12.8670107620293,267789.0,82.5220459952419,0.0912387330827853,2081206.0,94.5,40.0,883201.0,42.437,19.6790008544922,28.0769996643066,24.7810001373291,7.0,17.6998336541409,634.0,7.0,119.0,22.7220001220703,24.3509998321533,23.7199993133545,48.7200012207031,47.9020004272461,48.1940002441406,1198005.0,57.563,18.405999660492,25.3289999961853,22.612000465393,80.3209991455078,71.9229965209961,75.2190017700195,4.711472602739726
Saudi Arabia,100.0,8.294,40.2495097563782,0.034000001847744,0.0320000015199184,0.0320000015199184,8.0,0.221000000834465,2.14000010490417,1.87999999523163,6.03399991989136,0.551999986171722,6.93400001525879,22.4619998931885,1.53600001335144,25.8980007171631,71.5039978027344,97.911003112793,67.1679992675781,234.9793125,119.3551998,2.532,10.1861906146258,1.67064234738177,21380.4527228189,50423.0134931014,74.88,22.2000007629395,79.3219985961914,55.8849983215332,13431362.0,76.3,73.271,148.509684704775,1.16400003433228,3.23600006103516,2.95499992370605,25.5354936364329,8241756.0,71.3014970060901,23013048.0,3.16300935747704,1020883.0,15.0141122673502,2.25142247448685,32275687.0,48.3,0.0,5357441.0,16.599,1.4190000295639,5.40799999237061,4.86800003051758,3.0,11.2699134800756,575.0,19.3,67.0,21.5189990997314,2.55999994277954,5.65000009536743,46.6119995117188,18.2369995117188,24.8719997406006,26918246.0,83.401,1.19800003618002,3.26800006255508,2.98699992522597,98.5810012817383,94.5920028686523,95.1320037841797,2512457612.48266
Lao PDR,87.0957717895508,63.2928,59.2973979876967,45.7529983520508,18.9230003356934,32.2960014343262,5.0,0.172000005841255,0.674000024795532,0.42399999499321,61.9949989318848,63.9220008850098,60.0800018310547,9.54800033569336,7.0149998664856,12.0659999847412,28.4570007324219,29.0629997253418,27.8549995422363,1014.843632,667.7097566,2.698,0.36141941683129,7.02309187410415,1642.73009632529,6073.22369456346,21.87,76.7689971923828,79.5609970092773,78.1449966430664,3524301.0,68.208,65.131,58.5721106902821,42.9739990234375,58.0909996032715,50.5559997558594,33.2684901188204,2248402.0,62.7756644259334,4242601.0,3.95584545524627,267350.0,29.2822920277296,1.40642684453142,6758353.0,0.0,10.9,4478355.0,66.264,88.8980026245117,77.6869964599609,83.2750015258789,35.0,18.7413264740685,443.0,67.0,362.0,0.602999985218048,0.717999994754791,0.66100001335144,1.55200004577637,1.77699995040894,1.6599999666214,2279998.0,33.736,88.7269973754883,77.0139999389649,82.8520011901856,11.1020002365112,22.3129997253418,16.7250003814697,-1315153029.36057
Tunisia,100.0,7.6404,46.3805271792291,4.95599985122681,2.59100008010864,3.15799999237061,6.0,2.62899994850159,8.06700038909912,6.76100015640259,13.673999786377,12.085000038147,14.1899995803833,42.5400009155273,38.8390007019043,43.7430000305176,43.7859992980957,49.076000213623,42.0670013427734,231.9940233,142.5460328,2.201,5.61477747392673,1.1083929680381,4269.13976808591,10761.5145274606,49.6,24.386999130249,70.7900009155273,47.0579986572266,4083135.0,77.777,73.718,125.245701926328,11.6680002212524,19.6060009002686,17.701000213623,23.909266903605,2726433.0,68.3150975932471,7790140.0,7.77563550314788,886675.0,73.3988671472708,1.14291070797962,11403248.0,0.0,27.5,3609584.0,31.654,19.2530002593994,30.2639999389648,27.6200008392334,8.0,8.54255734857297,565.0,11.0,144.0,23.4710006713867,12.6389999389648,15.5100002288818,40.3310012817383,34.5330009460449,36.3540000915527,7793664.0,68.346,16.6240000724792,22.1970009803772,20.8590002059936,80.7470016479492,69.7360000610352,72.379997253418,-4575068667.46327
Iraq,100.0,79.799,77.4702835344961,29.5100002288818,9.77700042724609,13.543999671936,0.0,1.49899995326996,4.9850001335144,4.32000017166138,18.3990001678467,43.6749992370605,12.5690002441406,19.7560005187988,3.9210000038147,23.4090003967285,61.8450012207031,52.4010009765625,64.0230026245117,215.3581943,186.4643593,4.37,4.711472602739726,11.0000000000001,5750.61136059944,16242.0690194963,21.23,18.4829998016357,73.9800033569336,46.265998840332,10234985.0,72.104,67.648,89.9050743050776,13.7480001449585,23.6609992980957,21.7689990997314,40.5362484077714,15080527.0,56.3474616754992,20962705.0,3.11628991672941,1159340.0,85.6570547062074,2.96516369602359,37202572.0,0.0,0.0,11125801.0,29.906,44.7569999694824,38.423999786377,39.632999420166,15.0,5.45929996452933,520.0,34.5,312.0,11.8809995651245,6.91900014877319,7.90899991989136,24.1609992980957,14.1300001144409,16.1490001678467,26076771.0,70.094,43.2580003738403,33.4379997253418,35.3129987716674,55.2430000305176,61.576000213623,60.367000579834,2713640000.0
French Polynesia,100.0,35.63,45.1787222357507,0.33500000834465,0.30799999833107,0.319999992847443,4.711472602739726,12.1719999313354,16.3120002746582,14.5620002746582,8.60000038146973,5.34000015258789,10.9890003204346,17.2600002288818,6.47599983215332,25.1599998474121,74.1399993896484,88.1829986572266,63.851001739502,60.41277529,48.23428211,2.013,19.7863729800719,4.711472602739726,4.711472602739726,4.711472602739726,68.440419493378,47.9640007019043,61.9679985046387,55.0950012207031,117894.0,79.199,74.662,99.965382858448,10.4399995803833,14.8879995346069,13.0069999694824,23.6338719808142,66224.0,68.8806172557529,193009.0,7.48551076343288,20975.0,76.5595628415301,0.902680094875652,280208.0,4.711472602739726,4.711472602739726,107224.0,38.266,22.94700050354,31.5090007781982,27.8880004882813,4.711472602739726,21.6018100839376,4.711472602739726,4.711472602739726,4.711472602739726,21.806999206543,20.3819999694824,20.9909992218018,58.7939987182617,53.4889984130859,55.7080001831055,172984.0,61.734,10.774999588728,15.195999532938,13.3269999623298,77.0530014038086,68.4909973144531,72.1119995117188,-670140013.847809
Liberia,19.8,128.7644,82.3187135565921,18.9230003356934,11.7729997634888,15.2379999160767,0.0,2.43400001525879,2.87199997901917,2.66000008583069,43.9980010986328,43.5620002746582,44.4080009460449,11.9890003204346,6.02199983596802,17.5970001220703,44.0130004882813,50.4160003662109,37.9939994812012,51.55015198,33.54242314,4.581,0.173392000516708,-1.60000000000001,352.646078449267,753.557379048622,7.31910641139578,53.9609985351563,57.4770011901855,55.7179985046387,1488158.0,63.481,61.524,67.5579015493226,69.9240036010742,55.5579986572266,62.5190010070801,42.1114550774921,1942948.0,54.84900482745,2530636.0,3.03954009505783,140239.0,47.9009862956811,2.50636265001265,4613823.0,0.0,1.7,2295192.0,49.746,91.2819976806641,70.2030029296875,80.4160003662109,33.0,0.173392000516708,1300.0,6.0,139.5,2.32399988174438,2.34999990463257,2.33800005912781,3.95600008964539,2.56299996376038,3.24699997901917,2318631.0,50.254,88.8470039367676,67.3309984207154,77.7570009231568,8.7180004119873,29.7970008850098,19.5839996337891,-1057421109.4909
Greece,100.0,7.4862,52.7588671544303,5.78000020980835,2.5699999332428,3.89599990844727,7.0,4.97800016403198,9.16399955749512,7.43499994277954,12.3730001449585,11.7430000305176,12.8159999847412,15.2449998855591,8.12600040435791,20.253999710083,72.3830032348633,80.1309967041016,66.9300003051758,240.1221107,186.962552,1.33,32.324041490324,-0.24431474084669,22687.6003260908,24211.7408896851,69.0879154723892,45.7019996643066,60.9650001525879,53.1590003967285,4906562.0,83.7,78.5,112.117716508538,18.7329998016357,25.7210006713867,22.8339996337891,14.3466983603661,1545996.0,65.4626512332753,7054236.0,20.1906504063587,2175739.0,83.5994647013189,-0.415913028277122,10775971.0,79.6,0.0,2329011.0,21.613,29.4909992218018,37.4550018310547,34.1650009155273,8.0,46.5046680369924,1580.0,13.0,193.0,28.1679992675781,19.9080009460449,23.5400009155273,50.7400016784668,44.3330001831055,47.2779998779297,8446960.0,78.387,24.513000011444,28.2910006046295,26.7299995422364,70.5090026855469,62.5449981689453,65.8349990844727,-1713491791.60504
Maldives,100.0,6.4954,37.9991612091493,8.32499980926514,3.02999997138977,4.44700002670288,5.0,1.69900000095367,6.5460000038147,5.24900007247925,7.64499998092651,2.5239999294281,9.51599979400635,24.8479995727539,23.9500007629395,25.1760005950928,67.5070037841797,73.536003112793,65.3050003051758,235.6900561,144.5921995,2.093,6.85180336453492,6.16315825655229,8416.94474783169,14231.5341514479,59.0925899654109,42.3769989013672,81.6849975585938,65.3130035400391,213912.0,78.484,76.405,189.857769382545,28.1180000305176,12.1009998321533,16.386999130249,23.4332189378992,100237.0,72.4642085675011,309970.0,4.10257249459972,17549.0,1425.85333333333,2.21078566616979,427756.0,0.0,22.6,261128.0,61.046,38.140998840332,21.6770000457764,26.0830001831055,30.0,4.941134665557,760.0,12.0,405.5,5.9520001411438,4.68599987030029,5.02799987792969,13.1960000991821,13.6709995269775,13.5229997634888,166628.0,38.954,36.4429998397827,15.1309998035431,20.8339991569519,61.859001159668,78.322998046875,73.9169998168945,-50674148.133532
Italy,100.0,6.1562,57.0290127929924,1.77900004386902,1.07700002193451,1.36800003051758,7.0,4.03399991989136,8.24699974060059,6.50099992752075,3.8840000629425,2.51099991798401,4.85699987411499,26.1219997406006,12.9010000228882,35.4799995422363,69.9929962158203,84.588996887207,59.6629981994629,191.8826912,108.5427136,1.35,26.1876076666949,0.858262630008326,34318.4968180439,34655.2627627333,61.3242527666303,39.6349983215332,58.7179985046387,48.8460006713867,25584166.0,84.9,80.3,144.634014257259,12.2930002212524,18.8439998626709,16.1280002593994,13.6081817887813,8250300.0,63.6824995509839,38609106.0,22.7093186602348,13768092.0,206.117828245053,-0.169884073301448,60627498.0,100.0,29.0,18276159.0,30.145,18.1060009002686,28.1679992675781,23.9969997406006,14.0,34.1026319091903,1120.0,6.5,240.0,12.7819995880127,10.8999996185303,11.6899995803833,39.6080017089844,36.5960006713867,37.8499984741211,42351339.0,69.855,14.0720002651214,19.9209998846054,17.496000289917,81.8939971923828,71.8320007324219,76.0029983520508,59977581596.7032
United Kingdom,100.0,13.5472,56.1748670126333,0.428999990224838,0.33899998664856,0.381000012159348,8.0,1.40499997138977,3.34599995613098,2.44199991226196,1.12399995326996,0.625,1.55900001525879,18.4580001831055,7.59700012207031,27.9270000457764,80.4189987182617,91.7779998779297,70.5139999389648,143.7137362,89.75650714,1.8,38.2887885668414,1.93579094969158,42039.7363643926,39309.3270821404,94.7758006318882,56.773998260498,68.1750030517578,62.351001739502,33693492.0,82.8,79.2,119.977347434222,9.07199954986572,15.8179998397827,12.6750001907349,17.618799580608,11557151.0,64.0307889938457,42001358.0,18.3504114255463,12037056.0,271.134481048237,0.714030265261993,65595565.0,100.0,0.0,11226025.0,17.114,10.9049997329712,19.5030002593994,15.4980001449585,8.0,50.9407788653391,437.0,4.5,110.0,4.67600011825562,4.92700004577637,4.80999994277954,11.076000213623,14.7620000839233,12.9899997711182,54369540.0,82.886,9.50099954009056,16.1569998264313,13.0560002028942,89.0950012207031,80.4970016479492,84.5019989013672,-50798842587.0321
"Gambia, The",47.7570877075195,81.943,91.7955574205604,17.6429996490479,12.0290002822876,14.4250001907349,0.0,1.50800001621246,1.88800001144409,1.72599995136261,27.2409992218018,33.6510009765625,22.4680004119873,15.1969995498657,4.0310001373291,23.5109996795654,57.5620002746582,62.3190002441406,54.0209999084473,665.0104918,380.271138,5.425,0.183958702988127,2.21633366332313,531.919405879094,1554.89713835209,18.5,51.0810012817383,67.7310028076172,59.189998626709,657204.0,62.581,59.872,139.226176489489,63.2639999389648,51.9900016784668,56.8019981384277,45.5320846053056,928172.0,52.1388510479024,1062851.0,2.32906434679208,47478.0,201.43290513834,3.0335802199687,2038501.0,0.0,0.0,817072.0,40.082,82.4160003662109,65.9069976806641,72.9530029296875,49.0,1.86259413166832,407.0,25.0,326.0,12.6770000457764,6.85400009155273,9.43200016021729,17.3250007629395,9.21300029754639,12.8830003738403,1221429.0,59.918,80.9069995880127,64.0190019607544,71.2269983291626,17.5839996337891,34.0929985046387,27.0470008850098,-185187985.79074
United Arab Emirates,100.0,28.2274,17.6081783608388,0.0329999998211861,0.0219999998807907,0.0240000002086163,7.0,1.12199997901917,2.95700001716614,2.74000000953674,0.165999993681908,0.0130000002682209,0.186000004410744,35.3930015563965,4.37799978256226,39.5660018920898,64.4410018920898,95.6470031738281,60.242000579834,533.5579454,132.6684666,1.748,13.9982665941142,2.98844182081464,41449.6814172376,67705.9493287962,90.6000073180483,41.2509994506836,92.5510025024414,80.3759994506836,6415833.0,78.767,76.565,214.734910155894,0.208000004291534,0.363999992609024,0.345999985933304,13.8877225929197,1287338.0,85.0281004210317,7881775.0,1.08417698604861,100499.0,110.880526315789,1.25175905246942,9269612.0,53.8,8.9,1300990.0,14.035,1.36300003528595,3.34299993515015,3.10899996757507,4.0,24.6591658852604,445.0,8.2,12.0,4.59800004959106,1.22500002384186,1.6360000371933,9.32900047302246,3.81399989128113,4.90000009536743,7968622.0,85.965,0.24100000411272,0.385999992489815,0.36999998614192,98.6370010375977,96.6569976806641,96.890998840332,4.711472602739726
Somalia,29.8903179168701,102.189,97.049242506608,0.552999973297119,1.35500001907349,1.192999958992,0.0,0.414000004529953,1.75399994850159,1.48300004005432,86.2419967651367,91.9100036621094,84.8010025024414,7.5310001373291,5.27099990844727,8.10499954223633,6.22700023651123,2.8199999332428,7.09299993515015,227.9792746,140.1968985,6.267,0.642548021385116,4.711472602739726,4.711472602739726,4.711472602739726,1.88,18.6019992828369,74.2480010986328,46.0839996337891,3527490.0,57.991,54.669,46.4662792195221,86.9580001831055,67.0550003051758,71.088996887207,46.5394598517837,6663518.0,50.7487360661366,7266202.0,2.71180408207964,388276.0,22.8233430037938,2.90437182654536,14317996.0,0.0,0.0,8044423.0,56.184,87.9240036010742,70.1640014648438,73.7639999389648,4.711472602739726,0.33524244594006,575.0,70.0,4.711472602739726,6.77400016784668,5.83199977874756,6.02400016784668,11.9680004119873,10.7919998168945,11.03600025177,6273573.0,43.816,87.5110001564026,68.4100003242493,72.281996846199,12.076000213623,29.8360004425049,26.2360000610352,4.711472602739726
